content,temp_list,content_length
warna menarik..murah dan selesa....ringan dan sesuai dipakai lama,"['warna', 'menarik..murah', 'Dan', 'selesa....ringan', 'Dan', 'sesuai', 'dipakai', 'lama']",65
barangan telah sampai dengan bungkusan yang baik dan kemas memuaskan hati,"['barangan', 'telah', 'sampai', 'dengan', 'bungkusan', 'yang', 'baik', 'dan', 'kemas', 'memuaskan', 'hati']",73
terbaik...,['terbaik...'],10
ok lah... sesuai dengan harga,"['ok', 'lah...', 'sesuai', 'dgn', 'harga']",26
terbaik..pantas.,['terbaik..pantas.'],16
pantas...terbae...,['pantas...terbae...'],18
barang sudah sampai dengan selamat terima kasih bossgrinning_face_with_smiling_eyesgrinning_face_with_smiling_eyesgrinning_face_with_smiling_eyesgrinning_face_with_smiling_eyes,"['barang', 'dah', 'sampai', 'dgn', 'selamat', 'terima', 'kasih', 'boss😁😁😁😁']",51
kasut sudah sampai.anak pakai ok tq,"['kasut', 'dah', 'sampai.anak', 'pakai', 'ok', 'tq']",33
barang sudah diterima dan kualitinya memuaskan.,"['Barang', 'sudah', 'diterima', 'dan', 'kualitinya', 'memuaskan.']",47
nipis nipis nipis tak sama sperti dalam gambr,"['nipis', 'nipis', 'nipis', 'tak', 'sama', 'sperti', 'dlm', 'gambr']",43
material:soft rubber size:fit to size design:just nice thumbs_upmedium_skin_tone,"['Material:soft', 'rubber', 'Size:fit', 'to', 'size', 'Design:just', 'nice', '👍🏽']",57
fast delivery,"['Fast', 'delivery']",13
terbaik thumbs_up,"['terbaik', '👍']",9
鞋底很薄 如果脚底会出汗的不建议买这个,"['鞋底很薄', '如果脚底会出汗的不建议买这个']",19
barang sampai dalam keadaan yang baik thank you seller dan lazada size:-,"['barang', 'smpai', 'dlm', 'keadaan', 'yg', 'baik', 'thank', 'you', 'seller', 'dan', 'lazada', 'Size:40-41']",71
ermmm還可以 一開始還覺得是厚的不過屬實有點薄 質量也還可以,"['ermmm還可以', '一開始還覺得是厚的不過屬實有點薄', '質量也還可以']",32
nice. so light and comfy black_heart,"['Nice.', 'so', 'light', 'and', 'comfy', '🖤']",26
"very good, worth the price. used the sandal in the house","['very', 'good,', 'worth', 'the', 'price.', 'used', 'the', 'sandal', 'in', 'the', 'house']",56
sudah cuba terbaik,"['sudah', 'Cuba', 'terbaik']",18
selesa ..lembut,"['selesa', 'sangat2..lembut']",22
bahan:ok saiz:ok bahan:getah selese di pkai,"['Bahan:ok', 'Saiz:ok', 'Bahan:getah', 'selese', 'di', 'pkai']",43
trbaiklaaa,['trbaiklaaa'],10
thanks seller. worth the quality for the price,"['thanks', 'seller.', 'worth', 'the', 'quality', 'for', 'the', 'price']",46
mantappp,['mantappp'],8
nice,['nice'],4
terbaik,['Terbaik'],7
terbaik,['terbaik'],7
size:,['Size:42'],7
like it,"['Like', 'it']",7
received,['Received'],8
received,['Received'],8
a bit too big for me. delivered promptly and we'll wrapped,"['A', 'bit', 'too', 'big', 'for', 'me.', 'Delivered', 'promptly', 'and', ""we'll"", 'wrapped']",58
"a bit loose for me, so the grip is not there","['A', 'bit', 'loose', 'for', 'me,', 'so', 'the', 'grip', 'is', 'not', 'there']",44
a bit too big for me. i wanted /..pensive_face but there is no such size.,"['A', 'bit', 'too', 'big', 'for', 'me.', 'I', 'wanted', '35/36..😔', 'but', 'there', 'is', 'no', 'such', 'size.']",66
material:soft size:big design:simple,"['Material:soft', 'Size:big', 'Design:simple']",39
thumbs_upthumbs_upthumbs_up good product,"['👍👍👍', 'good', 'product']",16
thumbs_upthumbs_upthumbs_up good quality,"['👍👍👍', 'good', 'quality']",16
gooodd,['gooodd'],6
cantik,['cantik'],6
comfort,['comfort'],7
用在家里很适合,['用在家里很适合'],7
so good,"['so', 'good']",7
terbaik,['terbaik'],7
terbaik,['terbaik'],7
all in good condition.,"['all', 'in', 'good', 'condition.']",22
very good delivery delivery_truckdelivery_truckdelivery_truckdelivery_truckdelivery_truck,"['very', 'good', 'delivery', '🚚🚚🚚🚚🚚']",24
slm mahu bagi tau barang sudah sampai dengan selamat tetapi saya order selipar yang tebal tetapi dapat semua nipis je dalam gambar lain dapat lain,"['slm', 'nak', 'bagi', 'tau', 'barang', 'dah', 'sampai', 'dgn', 'selamat', 'tp', 'saya', 'order', '6', 'selipar', 'yg', 'tebal', 'tp', 'dapat', 'semua', 'nipis', 'je', 'dlm', 'gambar', 'lain', 'dapat', 'lain']",130
"the slippers are safe to wear especially on slippery ground. i bought these for my mother to wear in her bathroom. senior people needs good slippers to wear to curb from falling down, and these slippers bought are the solution. besides they are cheap and comfortable to wear","['The', 'slippers', 'are', 'safe', 'to', 'wear', 'especially', 'on', 'slippery', 'ground.', 'I', 'bought', 'these', 'for', 'my', 'mother', 'to', 'wear', 'in', 'her', 'bathroom.', 'Senior', 'people', 'needs', 'good', 'slippers', 'to', 'wear', 'to', 'curb', 'from', 'falling', 'down,', 'and', 'these', 'slippers', 'bought', 'are', 'the', 'solution.', 'Besides', 'they', 'are', 'cheap', 'and', 'comfortable', 'to', 'wear']",274
i ordered different colour of blue but i received same colour of blue,"['I', 'ordered', '2', 'different', 'colour', 'of', 'blue', 'But', 'i', 'received', 'same', 'colour', 'of', 'blue']",71
terbaik...tq lazada,"['terbaik...tq', 'lazada']",19
good quality and fast delivery love it,"['Good', 'quality', 'and', 'fast', 'delivery', 'love', 'it']",38
very good supplier. delivery very fast and products very worth price. recommend customer to buy. she very comfortable. tqvm. save money and save time.,"['Very', 'Good', 'Supplier.', 'Delivery', 'very', 'fast', 'and', 'Products', 'very', 'worth', 'price.', 'Recommend', 'customer', 'to', 'buy.', 'She', 'very', 'comfortable.', 'Tqvm.', 'Save', 'money', 'and', 'save', 'time.']",150
okay setaraf dengan harga,"['Okay', 'setaraf', 'dgn', 'harga']",22
"sangat lawaaa,fast delivery love love love🥰🥰🥰","['sangat', 'lawaaa,fast', 'delivery', 'love', 'love', 'love🥰🥰🥰']",45
"barang ok,cantik,terima kasih","['barang', 'ok,cantik,terima', 'kasih']",29
"for outdoor use, color is sharp. i like it","['For', 'outdoor', 'use,', 'color', 'is', 'sharp.', 'I', 'like', 'it']",42
"normal quality of sandal , can be use in bathroom , not thick type . ordered on /, received on /.","['Normal', 'quality', 'of', 'sandal', ',', 'can', 'be', 'use', 'in', 'bathroom', ',', 'not', 'thick', 'type', '.', 'Ordered', 'on', '29/6,', 'received', 'on', '6/7.']",102
barang baru je sampai..sesuai untuk suami,"['barang', 'baru', 'je', 'sampai..sesuai', 'untuk', 'suami']",41
alhamdullilah selamat sampaiwinking_face,"['Alhamdullilah', 'Selamat', 'sampai😉']",29
"order was received quite promptly - from time of order to delivery, it took a relatively short time. comfortable to wear too. thank you lazada and also the vendor.","['Order', 'was', 'received', 'quite', 'promptly', '-', 'from', 'time', 'of', 'order', 'to', 'delivery,', 'it', 'took', 'a', 'relatively', 'short', 'time.', 'Comfortable', 'to', 'wear', 'too.', 'Thank', 'you', 'Lazada', 'and', 'also', 'the', 'vendor.']",163
love it tq seller & delivery man,"['love', 'it', 'tq', 'seller', '&', 'delivery', 'man']",32
ok tq boss,"['ok', 'tq', 'boss']",10
barang telah diterima dalam keadaan baik dan memuaskan terima kasih seller,"['barang', 'telah', 'diterima', 'dalam', 'keadaan', 'baik', 'dan', 'memuaskan', 'terima', 'kasih', 'seller']",74
"good but is very thin unlike the photo shown by seller, suitable for wearing in toilet or kitchen, not to say comfortable, just a piece of rubber, but considering the price is worth for me","['good', 'but', 'is', 'very', 'thin', 'unlike', 'the', 'photo', 'shown', 'by', 'seller,', 'suitable', 'for', 'wearing', 'in', 'toilet', 'or', 'kitchen,', 'not', 'to', 'say', 'comfortable,', 'just', 'a', 'piece', 'of', 'rubber,', 'but', 'considering', 'the', 'price', 'is', 'worth', 'for', 'me']",188
selipar selesa dipakai..ringan sangat.bungkusan elok..xde kerosakan..,"['selipar', 'selesa', 'dipakai..ringan', 'sangat.bungkusan', 'elok..xde', 'kerosakan..']",69
poor quality...not exact item show in picture,"['poor', 'quality...not', 'exact', 'item', 'show', 'in', 'picture']",45
love.. size,"['Love..', 'Size']",11
lightweight yet strong enough to support my feet. will look forward to buy it again.,"['LIGHTWEIGHT', 'YET', 'STRONG', 'ENOUGH', 'TO', 'SUPPORT', 'MY', 'FEET.', 'WILL', 'LOOK', 'FORWARD', 'TO', 'BUY', 'IT', 'AGAIN.']",86
穿得很舒服！thumbs_uplight_skin_tone,['穿得很舒服！👍🏻'],8
i have no receives the slipper. this product never arrive and the seller never care to ask why ?.,"['i', 'have', 'No', 'receives', 'the', 'slipper.', 'this', 'product', 'never', 'arrive', 'and', 'the', 'seller', 'never', 'care', 'to', 'ask', 'why', '?.']",97
selipar ringan sesuai dengan harga,"['Selipar', 'ringan', 'sesuai', 'dengan', 'harga']",34
hoho selipar ok je gomawo arigatou gozaimaseu u i beli okies,"['Hoho', 'selipar', 'ok', 'je', 'gomawo', 'arigatou', 'gozaimaseu', 'u', 'i', 'beli', 'okies']",60
selipar murah..tp penghantaran dari seller ke kurier lambat...kurier lazada laju je hantar,"['selipar', 'murah..tp', 'penghantaran', 'dr', 'seller', 'ke', 'kurier', 'lambat...kurier', 'lazada', 'laju', 'je', 'hantar']",88
selipar best bila d pkai ringan jak .. tqq sellerrr penghantaran pun lajuu sampai sabah ndak sampai seminggusmiling_face_with_smiling_eyes .. cma husband ndak muat sebab lebar kakinya.. yang satu tue simpan jak bwt spare smiling_face_with_smiling_eyes .. wrna pun lawaaa smiling_face_with_heart-eyessmiling_face_with_heart-eyes,"['Selipar', 'sngat2', 'best', 'bila', 'd', 'pkai', 'ringan', 'jak', '..', 'Tqq', 'sellerrr', 'penghantaran', 'pun', 'lajuu', 'smpai', 'sabah', 'ndak', 'smpai', 'seminggu😊', '..', 'Cma', 'husband', 'ndak', 'muat', 'sbb', 'lebar', 'kakinya..', 'Yg', 'satu', 'tue', 'simpan', 'jak', 'bwt', 'spare', '😊', '..', 'Wrna', 'pun', 'lawaaa', '😍😍']",216
murahh.murah.murah beli time sale harga ringgit lebih je free shipping.tapi selipar nipis je.bukan yang tebal tu.hurmm.,"['murahh.murah.murah', 'beli', 'time', 'sale', 'harga', '2', 'ringgit', 'lebih', 'je', 'free', 'shipping.tapi', 'selipar', 'nipis', 'je.bukan', 'yang', 'tebal', 'tu.hurmm.']",121
tk cantik lh..,"['Tk', 'Cantik', 'lh..']",14
tq seller bbaloi beli murahh,"['tq', 'seller', 'bbaloi', 'beli', 'murahh']",28
warna cantik seperti dalam gmbr..better amik satu size besar bru selesa,"['Warna', 'cantik', 'seperti', 'dlm', 'gmbr..better', 'amik', 'satu', 'size', 'besar', 'bru', 'selesa']",69
selesa dipakai dan tapak lembut,"['selesa', 'dipakai', 'dan', 'tapak', 'lembut']",31
cantik dan lembut best di pakai,"['cantik', 'dan', 'lembut', 'best', 'di', 'pakai']",31
"tidak puas hati lq,kita mahu saiz -..nape bagi saiz -..ni kali ke²","['xpuas', 'hati', 'lq,kita', 'nak', 'saiz', '38-39..nape', 'bg', 'saiz', '40-41..ni', 'kli', 'ke²']",65
the soles was much thinner than i expected. but it's ok for indoor usage.,"['The', 'soles', 'was', 'much', 'thinner', 'than', 'I', 'expected.', 'But', ""it's"", 'ok', 'for', 'indoor', 'usage.']",73
comfortable nice and size isbroght,"['comfortable', 'nice', 'n', 'size', 'isbroght']",32
dlippet is comfotable to use and fit nicely,"['dlippet', 'is', 'comfotable', 'to', 'use', 'n', 'fit', 'nicely']",41
value for money,"['Value', 'for', 'money']",15
"selipar cantik, ringan dan selesa,berbaloi beli","['selipar', 'cantik,', 'ringan', 'dan', 'selesa,berbaloi', 'beli']",47
你们公司送错鞋子的颜色、我订黑色的鞋子、送货员到来鞋子颜色是灰色、我订的鞋子是黑色的.已经是两次送借鞋子的颜色、我要提醒你们的公司ok、下次检查清楚在送货、不雪要退货、下次检查清楚一点才送货,['你们公司送错鞋子的颜色、我订黑色的鞋子、送货员到来鞋子颜色是灰色、我订的鞋子是黑色的.已经是两次送借鞋子的颜色、我要提醒你们的公司Ok、下次检查清楚在送货、不雪要退货、下次检查清楚一点才送货'],95
received with good condition,"['Received', 'with', 'good', 'condition']",28
sampai sudah tq ..murah sesuai dengan harga,"['sampai', 'dah', 'tq', '..murah', 'sesuai', 'dgn', 'harga']",38
size:accurate,['Size:accurate'],13
disappointed with this seller..i ordered blue color and black color..but i received all in black color..u should hv informed us if u dont hv blue color..u just simply take for granted and send whatever color u hv...untrusted seller will ban purchase from uoncoming_fistoncoming_fist,"['disappointed', 'with', 'this', 'seller..i', 'ordered', '2', 'blue', 'color', 'and', '1', 'black', 'color..but', 'i', 'received', 'all', '3', 'in', 'black', 'color..u', 'should', 'hv', 'informed', 'us', 'if', 'u', 'dont', 'hv', 'blue', 'color..u', 'just', 'simply', 'take', 'for', 'granted', 'and', 'send', 'whatever', 'color', 'u', 'hv...untrusted', 'seller', 'will', 'ban', 'purchase', 'from', 'u👊👊']",264
sangat berpuas hati...harga cun,"['sangat', 'berpuas', 'Hati...harga', 'cun']",31
good product,"['Good', 'product']",12
size fit and overall good.,"['Size', 'fit', 'and', 'overall', 'good.']",26
good nice tq,"['good', 'nice', 'tq']",12
ordered on / and received on /. design and sizes same as photos. value for money,"['Ordered', 'on', '04/06', 'and', 'received', 'on', '09/06.', 'Design', 'and', 'sizes', 'same', 'as', 'photos.', 'Value', 'for', 'money']",88
fast delivery....tq,"['fast', 'delivery....tq']",19
"size:gooooooooooooo，very fasssssst delivery, thansssks so much","['Size:gooooooooooooo，very', 'fasssssst', 'delivery,', 'thansssks', 'so', 'much']",62
oder warna biru dapat warna hitam,"['Oder', 'warna', 'biru', 'dapat', 'warna', 'hitam']",34
terimakasih.. brg sudah sampai tetapi saya dpt hitamslightly_smiling_face,"['Terimakasih..', 'brg', 'dah', 'sampai', 'tp', 'saya', 'dpt', 'dua2', 'hitam🙂']",52
tqqq bossssthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,"['tqqq', 'bossss👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍']",33
oder blue dapt hitam..aduh haii,"['oder', 'blue', 'dapt', 'hitam..aduh', 'haii']",31
material:good material size:fits perfectly well design:very simple but nice to look at,"['Material:good', 'material', 'Size:fits', 'perfectly', 'well', 'Design:very', 'simple', 'but', 'nice', 'to', 'look', 'at']",86
barang sudah terima..lembut dipakai,"['barang', 'dah', 'terima..lembut', 'dipakai']",33
fast delivery,"['fast', 'delivery']",13
design: size: material:,"['Design:', 'Size:', 'Material:']",23
ok...brg dalam keadaan baik... sudah beli psg ....tqvm thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,"['ok...brg', 'dlm', 'keadaan', 'baik...', 'dh', 'bli', '2', 'Psg', '....tqvm', '👍👍👍👍👍👍👍👍👍👍']",61
barang terbaik..cuma tapak nipis sikit,"['barang', 'terbaik..cuma', 'tapak', 'nipis', 'sikit']",38
nice slippers. comfy,"['Nice', 'slippers.', 'comfy']",20
everything good and i like it,"['everything', 'good', 'and', 'i', 'like', 'it']",29
"saiz ok, penghantaran cepat. tq","['Saiz', 'OK,', 'penghantaran', 'cepat.', 'Tq']",31
nice.. delivery cepat..tq seller thumbs_up,"['Nice..', 'delivery', 'cepat..tq', 'seller', '👍']",34
ok tq blh la bt pkai dekat umh.. lembut jg la... tetapi warna dia tak cm biru cm wrna kelabu,"['ok', 'tq', 'blh', 'la', 'bt', 'pkai', 'kat', 'umh..', 'lembut', 'jg', 'la...', 'tp', 'warna', 'dia', 'tak', 'cm', 'biru', 'cm', 'wrna', 'kelabu']",86
value for money,"['Value', 'for', 'money']",15
thank you thumbs_up,"['Thank', 'you', '👍']",11
kualiti nipis sedikit...warna cantik...,"['kualiti', 'nipis', 'sedikit...warna', 'cantik...']",39
ok rengan selesa pakai t.ksh seller t.ksh lazada,"['Ok', 'rengan', 'selesa', 'pakai', 'T.ksh', 'seller', 'T.ksh', 'lazada']",48
size:ok design:ok material:ok,"['Size:ok', 'Design:ok', 'Material:ok']",29
fast delivery. tq seller,"['fast', 'delivery.', 'tq', 'seller']",24
kasut sudah smpai..penghantaran yang cepat sgt²..kasut nipis sikit sesuai lh dengan harga kan..kasut ok saiz mmg tepat,"['kasut', 'dh', 'smpai..PENGHANTARAN', 'yg', 'cepat', 'sgt²..kasut', 'nipis', 'sikit', 'sesuai', 'lh', 'dgn', 'harga', 'Kan..kasut', 'ok', 'saiz', 'mmg', 'tepat']",110
"delivery was fast. again compliments to courier, mr. saravanan. packing was minimal. product (light green colour) not the same as photo shown-sole is thinner than in photo.","['Delivery', 'was', 'fast.', 'Again', 'compliments', 'to', 'courier,', 'Mr.', 'Saravanan.', 'Packing', 'was', 'minimal.', 'Product', '(light', 'green', 'colour)', 'not', 'the', 'same', 'as', 'photo', 'shown-sole', 'is', 'thinner', 'than', 'in', 'photo.']",174
sandal ditrrima dalam keadaan baik. terima kasih seller.,"['Sandal', 'ditrrima', 'dalam', 'keadaan', 'baik.', 'Terima', 'kasih', 'seller.']",56
size:kena ambik kali dari biasa pakai apa pun kasut okey je,"['Size:kena', 'ambik', '2', 'kali', 'dari', 'biasa', 'pakai', 'apa', 'pun', 'kasut', 'okey', 'je']",61
fast delivery recommended,"['Fast', 'delivery', 'recommended']",25
bahan：bahannya selesa saiz：saiz pon ok,"['Bahan：bahannya', 'selesa', 'Saiz：saiz', 'pon', 'ok']",38
cantik saya suka tq lazada,"['cantik', 'saya', 'suka', 'tq', 'lazada']",26
i paid for two pair but delivered one..shot of grey colour sandal size,"['i', 'paid', 'for', 'two', 'pair', 'but', 'delivered', 'one..shot', 'of', 'grey', 'colour', 'sandal', 'size', '41']",73
product received in good condition. material and design as per picture.,"['product', 'received', 'in', 'good', 'condition.', 'material', 'and', 'design', 'as', 'per', 'picture.']",71
"cepat, pantas brg pun berkualiti","['Cepat,', 'pantas', 'brg', 'pun', 'berkualiti']",32
the size is quite small as usual. comfort to wear. nice colour.,"['The', 'size', 'is', 'quite', 'small', 'as', 'usual.', 'Comfort', 'to', 'wear.', 'Nice', 'colour.']",63
the slipper was nice and cheap. i will buy again.,"['the', 'slipper', 'was', 'nice', 'and', 'cheap.', 'I', 'will', 'buy', 'again.']",49
material：rubber. size：ok. design：ok.,"['Material：Rubber.', 'Size：Ok.', 'Design：Ok.']",36
"received in good condition, as per the picture shown. the material is okay, just that the size is running smaller than usual, should buy bigger size.","['Received', 'in', 'good', 'condition,', 'as', 'per', 'the', 'picture', 'shown.', 'The', 'material', 'is', 'okay,', 'just', 'that', 'the', 'size', 'is', 'running', 'smaller', 'than', 'usual,', 'should', 'buy', 'bigger', 'size.']",149
cuncuncunsize：,['cuncuncunSize：'],14
barang yang diterima tidak sama di dalam gambar..sangat kecewa,"['barang', 'yg', 'diterima', 'tidak', 'sama', 'di', 'dalam', 'gambar..sangat', 'kecewa']",60
nipis. tapak licin. tak serap peluh. size kecik.,"['nipis.', 'tapak', 'licin.', 'tak', 'serap', 'peluh.', 'size', 'kecik.']",48
brg sudah selamat saya terima dan dalam keadaan baik. terima kasih kepada penjual dan delivery,"['Brg', 'dah', 'selamat', 'saya', 'terima', 'dan', 'dlm', 'keadaan', 'baik.', 'Terima', 'kasih', 'kepada', 'penjual', 'dan', 'delivery']",91
"okay, but not quite suitable for used in toilet.","['okay,', 'but', 'not', 'quite', 'suitable', 'for', 'used', 'in', 'toilet.']",48
sudah sampai sangat cantik suka sangat patern sandal ini,"['Dah', 'sampai', 'sangat', 'cantik', 'suka', 'sangat', 'patern', 'sandal', 'ini']",54
ok quality,"['Ok', 'quality']",10
good quality material & best value price,"['good', 'quality', 'material', '&', 'best', 'value', 'price']",42
selipar nipis,"['selipar', 'nipis']",13
"fast delivery get wrong color for small size but is fine for me, just for standby","['Fast', 'delivery', 'Get', 'wrong', 'color', 'for', 'small', 'size', 'But', 'is', 'fine', 'for', 'me,', 'just', 'for', 'standby']",81
material:good,['Material:good'],13
love the sweet yellow color and fits well. will order other colors in future.,"['Love', 'the', 'sweet', 'yellow', 'color', 'and', 'fits', 'well.', 'Will', 'order', 'other', 'colors', 'in', 'future.']",77
cheaper lighter and comfy..all item received in good condition,"['cheaper', 'lighter', 'and', 'comfy..all', 'item', 'received', 'in', 'good', 'condition']",62
kasut terbaik...puas hati beli,"['kasut', 'terbaik...puas', 'hati', 'beli']",30
baik..pengahntrn laju..barang diterima dalam keadaan baik saiz:ok bahan:ok,"['baik..pengahntrn', 'laju..barang', 'diterima', 'dalam', 'keadaan', 'baik', 'Saiz:ok', 'Bahan:ok']",74
size:true to size,"['Size:TRUE', 'TO', 'SIZE']",17
size:changed the size without asking.,"['Size:changed', 'the', 'size', 'without', 'asking.']",37
good product quality good value for money super fast delivery excellent service by seller thank you,"['Good', 'product', 'quality', 'Good', 'value', 'for', 'money', 'Super', 'fast', 'delivery', 'Excellent', 'service', 'by', 'seller', 'Thank', 'you']",99
good quality,"['good', 'quality']",12
size:- penghantaran laju servis trbaikk,"['Size:42-43', 'penghantaran', 'laju', 'servis', 'trbaikk']",44
kasut sampai cepat terima kasih,"['Kasut', 'sampai', 'cepat', 'Terima', 'kasih']",32
speed delivery,"['Speed', 'delivery']",14
ok..sesuai dengan harga,"['Ok..sesuai', 'dgn', 'harga']",20
ok la murah..tp kasut kecil dari saiz..kalo nk beli lebih saiz yang korang selalu pakai..contoh kalo kita pakai / korang beli saiz k,"['ok', 'la', 'murah..tp', 'kasut', 'kecik', 'dr', 'saiz..kalo', 'nk', 'beli', 'lebih', 'saiz', 'yg', 'korang', 'selalu', 'pakai..contoh', 'kalo', 'kita', 'pakai', '36/37', 'korang', 'beli', 'saiz', '38', 'k']",135
"no really good ,the shoes with make me fall down","['No', 'really', 'good', ',the', 'shoes', 'with', 'make', 'me', 'fall', 'down']",48
saiz kecil dari standrd,"['saiz', 'kecik', 'dr', 'standrd']",21
be careful especially for elderly. can trip easily!!!,"['Be', 'careful', 'especially', 'for', 'elderly.', 'Can', 'trip', 'easily!!!']",53
value for money,"['Value', 'for', 'money']",15
saiz:ok kasut trbaik...🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰thumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_upthumbs_uptqvm,"['Saiz:ok', 'kasut', 'trbaik...🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰👍👍👍👍👍👍👍👍👍👍👍👍👍tqvm']",64
"barang sudah selamat sampai.penghantaran juga pantas.dibungkus dengan baik.ngam dan muat dengan kaki saya..cantik dan selesa pakai.sangat berpuas hati.terima kasih seller,kurier lex express dan lazada.","['barang', 'dah', 'selamat', 'sampai.penghantaran', 'juga', 'pantas.dibungkus', 'dengan', 'baik.ngam', 'dan', 'muat', 'dengan', 'kaki', 'saya..cantik', 'dan', 'selesa', 'pakai.sangat', 'berpuas', 'hati.terima', 'kasih', 'seller,kurier', 'LEX', 'express', 'dan', 'lazada.']",199
alhamdudillah,['alhamdudillah'],13
"happy good buy, every thing is fitting well, material, size and comfort with easy to wear design... thanks lazada","['Happy', 'good', 'buy,', 'every', 'thing', 'is', 'fitting', 'well,', 'material,', 'size', 'and', 'comfort', 'with', 'easy', 'to', 'wear', 'design...', 'thanks', 'Lazada']",113
satisfactory...,['satisfactory...'],15
size:ngammm,['Size:Ngammm'],11
barang sampai dengan baik saiz:- bahan:getah bahan:metiral getah dalam gambar tebal sampai nipis,"['barang', 'sampai', 'dgn', 'baik', 'Saiz:42-43', 'Bahan:getah', 'Bahan:metiral', 'getah', 'dalam', 'gambar', 'tebal', 'sampai', 'nipis']",97
material:soft size:nice and fit design:beautiful,"['Material:soft', 'Size:nice', 'n', 'fit', 'Design:beautiful']",46
terima kasih.pesanan saya sudah sampai.thank you seller.ok berpatutan dengan harga.next boleh beli kt kadai ni.,"['terima', 'kasih.pesanan', 'saya', 'dah', 'sampai.thank', 'you', 'seller.ok', 'berpatutan', 'dengan', 'harga.next', 'boleh', 'beli', 'kt', 'kadai', 'ni.']",109
brg ok baik...berbaloi dengan harga,"['brg', 'ok', 'baik...berbaloi', 'dengan', 'harga']",35
totally not same in picture....,"['totally', 'not', 'same', 'in', 'picture....']",31
sesuai dengan harga....penghantaran pantas...,"['sesuai', 'dgn', 'harga....penghantaran', 'pantas...']",42
"good for back alley, once in a while use","['Good', 'for', 'back', 'alley,', 'once', 'in', 'a', 'while', 'use']",40
sangat mantap bahan：,"['sangat', 'mantap', 'Bahan：']",21
"very comfortable, good value for money","['very', 'comfortable,', 'good', 'value', 'for', 'money']",38
bahan: saiz: bahan:,"['Bahan:', 'Saiz:', 'Bahan:']",23
bahan: saiz: bahan:,"['Bahan:', 'Saiz:', 'Bahan:']",23
bahan: saiz: bahan:,"['Bahan:', 'Saiz:', 'Bahan:']",23
wrong color wrong size fearful_face,"['Wrong', 'color', 'wrong', 'size', '😨']",24
brg smpi sudah...selesa pakai .ringan .. pakai dalam uma jer.. material:,"['brg', 'smpi', 'sudah...selesa', 'pakai', '.ringan', 'SGT2..', 'pakai', 'dlm', 'uma', 'jer..', 'Material:']",74
"the shoe is different from advertisement, not the thick type and design different","['The', 'shoe', 'is', 'different', 'from', 'advertisement,', 'not', 'the', 'thick', 'type', 'and', 'design', 'different']",82
size:purrfeck design:so so material:idk beach umbrella_on_ground,"['Size:purrfeck', 'Design:so', 'so', 'Material:idk', 'beach', '⛱']",47
"size:okay size, i normally wear , if those wearing maybe need buy bigger, because i wear kind of just nice.","['Size:okay', 'size,', 'I', 'normally', 'wear', '38,', 'if', 'those', 'wearing', '39', 'maybe', 'need', 'buy', 'bigger,', 'because', 'I', 'wear', 'kind', 'of', 'just', 'nice.']",112
saiz:salah saiz order - yang sampai -,"['Saiz:salah', 'saiz', 'Order', '42-43', 'Yang', 'sampai', '44-45']",45
bahan:ok saiz:ok bahan:ok posting pon laju so very recommend jagan tunggu lama..,"['Bahan:ok', 'Saiz:ok', 'Bahan:ok', 'posting', 'pon', 'laju', 'so', 'very', 'recommend', 'jagan', 'tunggu', 'lama..']",80
material: size: design:,"['Material:', 'Size:', 'Design:']",27
material: size: design:,"['Material:', 'Size:', 'Design:']",27
nice,['Nice'],4
good,['Good'],4
good,['Good'],4
ok lah,"['ok', 'lah']",6
colour different,"['colour', 'different']",16
good reseller,"['good', 'reseller']",13
good reseller,"['good', 'reseller']",13
saiz:tepat dan selipar sama apa yang di gambar,"['Saiz:tepat', 'dan', 'selipar', 'sama', 'apa', 'yg', 'di', 'gambar']",44
very nice,"['very', 'nice']",9
very good,"['very', 'good']",9
sooo good,"['sooo', 'good']",9
material:,['Material:'],9
good item,"['good', 'item']",9
good,['good'],4
nice,['Nice'],4
nice,['Nice'],4
nice,['Nice'],4
nice,['Nice'],4
good,['Good'],4
good,['Good'],4
good,['Good'],4
good,['good'],4
good,['Good'],4
货不对版,['货不对版'],4
物有所值,['物有所值'],4
nice,['nice'],4
good,['Good'],4
good,['Good'],4
good,['good'],4
good,['good'],4
good,['good'],4
bagus,['bagus'],5
material: size: design:,"['Material:', 'Size:', 'Design:']",23
material: size: design:,"['Material:', 'Size:', 'Design:']",23
ok sudah sampai,"['ok', 'dh', 'sampai']",12
ok sudah sampai tq,"['ok', 'dh', 'sampai', 'tq']",15
